,token_00,token_01,token_02,token_03,token_04,token_05,token_06,token_07,token_08,token_09,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,FINAL_POOLED_EMBEDDING,SUM_OF_CONTRIBUTIONS
Token number,token_00,token_01,token_02,token_03,token_04,token_05,token_06,token_07,token_08,token_09,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,FINAL_POOLED,SUM_OF_CONTRIBUTIONS
Token text,<s>,ב,ר,א,ש,י,ת,ב,ר,א,א,ל,ה,י,ם,א,ת,ה,ש,מ,י,ם,ו,א,ת,ה,א,ר,ץ,׃,</s>,FINAL_POOLED_EMBEDDING,SUM_OF_CONTRIBUTIONS
Dimension 0,-0.07734068483114243,-0.04429016634821892,-0.0987391248345375,-0.04576577991247177,-0.0678369328379631,-0.07192668318748474,-0.07341831177473068,0.0047982241958379745,-0.09550747275352478,-0.0175136961042881,0.006496032699942589,0.02490386739373207,-0.01019558496773243,-0.04253608360886574,-0.05884188041090965,0.0296517051756382,-0.04573690518736839,0.052560701966285706,0.12443698197603226,-0.023660019040107727,-0.08267825096845627,-0.09578338265419006,0.08462592214345932,0.026857055723667145,-0.035440944135189056,0.048389993607997894,-0.002463235519826412,0.042146071791648865,0.05460868030786514,0.028739288449287415,0.00868699699640274,-0.014605601318180561,-0.4527736306190491
Dimension 1,-0.3153060972690582,-0.3052605986595154,-0.28842806816101074,-0.28026512265205383,-0.2494543343782425,-0.2763109803199768,-0.3453334867954254,-0.415585994720459,-0.18413451313972473,-0.31037387251853943,-0.3748602271080017,-0.30987638235092163,-0.22837130725383759,-0.25863850116729736,-0.24960552155971527,-0.24441547691822052,-0.45193782448768616,-0.242482990026474,-0.4201713800430298,-0.2707217335700989,-0.27653491497039795,-0.14324870705604553,-0.34591323137283325,-0.2601279020309448,-0.3876522481441498,-0.18863485753536224,-0.18456119298934937,-0.09032109379768372,-0.07157383114099503,-0.2970307469367981,-0.2846660614013672,-0.27586448192596436,-8.551798820495605
Dimension 2,0.002832069993019104,-0.034202784299850464,-0.0627998411655426,-0.05009610205888748,-0.06630861759185791,-0.021262276917696,-0.11062149703502655,-0.03149838373064995,-0.027186458930373192,0.010428328067064285,-0.009014311246573925,-0.017836064100265503,-0.041119299829006195,-0.0393880233168602,-0.08911273628473282,-0.046612903475761414,-0.08282633125782013,-0.06027883291244507,-0.10067123919725418,0.011948412284255028,-0.08853031694889069,-0.0991157591342926,-0.08545515686273575,-0.0032363240607082844,-0.11247396469116211,-0.051335714757442474,-0.020573332905769348,-0.03160868585109711,-0.10753444582223892,-0.04090370982885361,0.05396188050508499,-0.046852659434080124,-1.45243239402771
Dimension 3,0.21626824140548706,0.05517761781811714,0.13003259897232056,0.07039021700620651,0.09519767761230469,0.07736224681138992,0.17049679160118103,0.058695271611213684,0.16390769183635712,0.15372300148010254,0.05897429212927818,0.18934613466262817,0.11343778669834137,0.04983103647828102,0.17274102568626404,0.05178204923868179,0.20136846601963043,0.07935529947280884,0.14214231073856354,0.2060919553041458,0.1626397669315338,0.17130710184574127,0.06363813579082489,0.10804954171180725,0.17700479924678802,0.05003039166331291,0.05848927050828934,0.04562423750758171,0.15453104674816132,0.029933029785752296,0.11143889278173447,0.11577444523572922,3.58900785446167
Dimension 4,0.015116715803742409,-0.09300704300403595,0.0028001817408949137,0.05048492178320885,0.08347287774085999,-0.02006356604397297,-0.026570387184619904,-0.07829409837722778,-0.051770444959402084,0.06161126121878624,0.1161896288394928,0.02974105253815651,-0.03725413978099823,-0.07419762015342712,-0.009421695955097675,-0.004712223075330257,-0.0015112303663045168,0.04556918144226074,0.10973943769931793,-0.029549648985266685,-0.08573949337005615,0.015975559130311012,-0.018121492117643356,0.02011011354625225,0.08522850275039673,0.005035609006881714,0.08943983912467957,0.09912879019975662,-0.12921375036239624,0.0537572056055069,0.05802678316831589,0.009096800349652767,0.2820008099079132
Dimension 5,0.004706741776317358,-0.06304938346147537,-0.06541862338781357,-0.017082737758755684,-0.058722641319036484,-0.058740559965372086,0.05033176392316818,-0.02109607495367527,-0.05905069783329964,0.012093435972929,-0.039133500307798386,-0.01828601583838463,0.032337386161088943,-0.008193898014724255,0.04560108855366707,-0.04551074653863907,-0.03167354315519333,0.05536909028887749,-0.0482298769056797,0.07078250497579575,-0.01851281151175499,0.0848495289683342,-0.1006690263748169,0.018845194950699806,0.055153988301754,0.04231259226799011,0.0513918474316597,0.11330277472734451,0.033228956162929535,-0.09944669902324677,0.029945675283670425,-0.0016956214094534516,-0.052564263343811035
Dimension 6,-0.05262991413474083,0.15838204324245453,0.03595947101712227,0.07303569465875626,0.048805106431245804,0.009269795380532742,-0.027087295427918434,0.19033221900463104,0.07388778030872345,-0.0014099241234362125,0.12304215133190155,0.02092103101313114,0.0927131250500679,0.16694436967372894,0.14104223251342773,0.08871938288211823,0.046794239431619644,0.14870743453502655,0.005694665480405092,-0.15128342807292938,0.07643848657608032,0.05683382973074913,0.17534413933753967,0.21827667951583862,0.15219725668430328,0.19901975989341736,0.16788330674171448,0.11815471947193146,-0.00751205300912261,0.19685743749141693,0.051033373922109604,0.08375377953052521,2.596367120742798
Dimension 7,0.12345914542675018,-0.036378972232341766,-0.0775722786784172,-0.006498065311461687,-0.05119481682777405,-0.03285451605916023,0.1659339815378189,-0.03196274861693382,-0.03630535677075386,0.16376963257789612,-0.049136653542518616,-0.07121182233095169,-0.004166855942457914,-0.07848052680492401,0.07369697839021683,-0.02182755246758461,0.03568293899297714,0.0013645943254232407,-0.112422876060009,-0.11171767860651016,-0.10326884686946869,0.0249170009046793,-0.05202413722872734,0.06937137991189957,0.10300099104642868,0.030868280678987503,-0.04057770222425461,-0.05069655552506447,0.08640951663255692,0.26042166352272034,0.1704677790403366,0.011002127081155777,0.3410659432411194
