,token_00,token_01,token_02,token_03,token_04,token_05,token_06,token_07,token_08,token_09,token_10,token_11,token_12,token_13,token_14,token_15,FINAL_POOLED_EMBEDDING,SUM_OF_CONTRIBUTIONS
Token number,token_00,token_01,token_02,token_03,token_04,token_05,token_06,token_07,token_08,token_09,token_10,token_11,token_12,token_13,token_14,token_15,FINAL_POOLED,SUM_OF_CONTRIBUTIONS
Token text,<s>,in,the,beginning,",",el,##oh,##im,created,the,skies,and,the,land,",",</s>,FINAL_POOLED_EMBEDDING,SUM_OF_CONTRIBUTIONS
Dimension 0,0.10553823411464691,0.08412962406873703,0.05202484130859375,0.12461439520120621,0.09858370572328568,0.19674649834632874,0.07242287695407867,-0.020564120262861252,0.04719691351056099,0.03656173124909401,-0.03355874493718147,0.045717351138591766,-0.013613438233733177,0.03303135931491852,0.04952161759138107,0.1399863213300705,0.06364619731903076,1.0183391571044922
Dimension 1,0.05491437762975693,0.10111236572265625,0.10677601397037506,0.23112443089485168,0.03167760372161865,0.02049396187067032,0.18189749121665955,0.03607475757598877,0.01837737485766411,-0.09481266140937805,0.14507603645324707,-0.006827395409345627,0.0314231812953949,0.3427603244781494,0.04660075157880783,0.04556398093700409,0.0807645320892334,1.2922325134277344
Dimension 2,-0.053873442113399506,-0.08721514791250229,-0.10301460325717926,-0.10389292240142822,-0.11299238353967667,-0.036241937428712845,-0.06609597057104111,-0.07565368711948395,-0.11584383994340897,-0.17396093904972076,-0.07786547392606735,-0.11708405613899231,-0.1309843510389328,-0.01880580186843872,-0.09665108472108841,-0.08697455376386642,-0.09107188135385513,-1.4571501016616821
Dimension 3,-0.03337886184453964,-0.08342558145523071,-0.09865021705627441,-0.15044046938419342,-0.09458492696285248,-0.061043739318847656,-0.09361602365970612,-0.04931814968585968,-0.06736010313034058,-0.11280541121959686,-0.006087104789912701,-0.06493932753801346,-0.13716749846935272,-0.12233490496873856,-0.018010666593909264,-0.01562422700226307,-0.07554920762777328,-1.2087873220443726
Dimension 4,-0.0018728903960436583,0.007035187445580959,0.0007397865410894156,0.006432417780160904,0.038050971925258636,-0.013494482263922691,-0.01421799510717392,-0.06575439870357513,-0.09326621890068054,-0.012874992564320564,-0.05515005439519882,0.01053247507661581,-0.007076679728925228,0.019647300243377686,0.0916164368391037,0.03804858401417732,-0.0032252853270620108,-0.05160456523299217
Dimension 5,-0.1635315865278244,-0.07979374378919601,-0.06302275508642197,-0.1003057062625885,-0.07380767166614532,-0.09441117942333221,-0.08529254794120789,-0.11630047112703323,-0.09724799543619156,-0.10802742093801498,-0.1651335060596466,-0.0643932893872261,-0.082956463098526,-0.10179103910923004,-0.09989182651042938,-0.15263362228870392,-0.10303379595279694,-1.648540735244751
Dimension 6,-0.04677995666861534,-0.0035798661410808563,-0.03787948191165924,-0.028601787984371185,0.07897979021072388,-0.008557046763598919,0.027047771960496902,0.05686965957283974,-0.022337187081575394,-0.06308343261480331,0.03494472801685333,0.002092578448355198,-0.07514861971139908,-0.029966849833726883,0.07321658730506897,-0.03479712828993797,-0.004848765209317207,-0.07758024334907532
Dimension 7,-0.08165021985769272,-0.11107609421014786,-0.0005743377842009068,-0.046550169587135315,-0.10376311093568802,-0.04405076429247856,-0.06885472685098648,-0.003919574432075024,-0.08349695801734924,-0.07149900496006012,-0.1203278973698616,-0.03170377016067505,-0.06677068769931793,-0.1531957983970642,-0.08545096963644028,-0.05789055675268173,-0.07067340612411499,-1.1307744979858398
